strategy,run_count,correctness_rate,mean_precision,mean_recall,mean_unnecessary_selected,mean_recovery_work
blocking,6,1.0,,,0.0,0.0
checkpoint,6,0.3333333333333333,0.6666666666666667,1.0,0.6666666666666666,1.6666666666666667
dependency_only,6,0.3333333333333333,0.6666666666666667,1.0,0.6666666666666666,3.3333333333333335
effectguard,6,0.6666666666666666,1.0,1.0,0.0,1.0
restart,6,0.3333333333333333,0.2833333333333333,1.0,2.6666666666666665,3.6666666666666665
