strategy,run_count,correctness_rate,mean_precision,mean_recall,mean_unnecessary_selected,mean_recovery_work
blocking,15,1.0,,,0.0,0.0
checkpoint,15,1.0,0.6666666666666665,1.0,0.6666666666666666,3.6666666666666665
dependency_only,15,1.0,0.6666666666666665,1.0,0.6666666666666666,5.333333333333333
effectguard,15,1.0,1.0,1.0,0.0,2.3333333333333335
restart,15,1.0,0.28333333333333327,1.0,2.6666666666666665,7.0
