group,pair_count,selection_precision_effectguard_mean,selection_precision_dependency_only_mean,selection_precision_difference_mean,unnecessary_selected_count_effectguard_mean,unnecessary_selected_count_dependency_only_mean,unnecessary_selected_count_difference_mean,recovery_work_effectguard_mean,recovery_work_dependency_only_mean,recovery_work_difference_mean,selected_count_effectguard_mean,selected_count_dependency_only_mean,selected_count_difference_mean,semantic_gap_effectguard_mean,semantic_gap_dependency_only_mean,semantic_gap_difference_mean
10,1080,1.0,0.805555555555563,0.19444444444444262,0.0,1.1666666666666667,1.1666666666666667,6.0,8.333333333333334,2.3333333333333335,4.833333333333333,6.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0
25,1080,1.0,0.34313725490196534,0.6568627450980348,0.0,11.166666666666666,11.166666666666666,6.0,28.333333333333332,22.333333333333332,5.833333333333333,17.0,11.166666666666666,11.166666666666666,11.166666666666666,0.0
50,1080,1.0,0.2892156862745131,0.7107843137254877,0.0,24.166666666666668,24.166666666666668,6.0,54.333333333333336,48.333333333333336,9.833333333333334,34.0,24.166666666666668,24.166666666666668,24.166666666666668,0.0
