run_id,strategy,seed,fault_kind,failure_position,uncertainty_duration_ms,final_state_correct,duplicate_effects,recovery_amplification,graph_affected_operations,recovery_latency_ms,late_recovery_latency_ms,repeated_external_calls,repeated_mutating_calls,verification_reads,runtime_replayed_operations,contradiction_detected,instrumentation_ns,instrumentation_pct
restart-seed42-u5000-reserve_a,restart,42,CONTRADICTORY_LATE_RESOLUTION,reserve_a,5000,False,0,1.0,4,5000,0,1,1,1,4,True,19039,6.536053170014967
