run_id,strategy,seed,fault_kind,failure_position,uncertainty_duration_ms,final_state_correct,duplicate_effects,recovery_amplification,graph_affected_operations,recovery_latency_ms,late_recovery_latency_ms,repeated_external_calls,repeated_mutating_calls,verification_reads,runtime_replayed_operations,contradiction_detected,instrumentation_ns,instrumentation_pct,recovery_status,semantic_invalidated_operations,selected_invalidated_operations,recovery_selection_precision,recovery_selection_recall,unaffected_preservation_rate,compensation_count,compensation_failures,operations_recomputed,operations_revalidated,invalid_external_effects_remaining,unsupported_irreversible_effects,graph_recovery_amplification,semantic_recovery_amplification,recovery_virtual_latency,total_virtual_completion_time,uncertainty_wait_time,dependency_records_created,assumption_records_created,event_count,planner_wall_time_ns,tracking_wall_time_ns
effectguard-seed42-u5000-reserve_a,effectguard,42,CONTRADICTORY_LATE_RESOLUTION,reserve_a,5000,True,0,1.0,5,5000,,0,0,1,2,True,19373,4.671006630500301,RECOVERED,"('choose_b', 'reserve_b', 'create_shipment', 'build_procurement_plan')","('build_procurement_plan', 'choose_b', 'create_shipment', 'reserve_b')",1.0,1.0,1.0,2,0,1,1,0,0,1.0,1.25,0,5000,5000,0,1,21,37125,0
